Loading data...
{'sympathy_and_emotional_support': 0, 'not_related_or_irrelevant': 1, 'infrastructure_and_utilities_damage': 2, 'other_useful_information': 3, 'injured_or_dead_people': 4, 'caution_and_advice': 5, 'displaced_people_and_evacuations': 6, 'donation_needs_or_offers_or_volunteering_services': 7, 'missing_trapped_or_found_people': 8}
Max Document length: 2407
Vocabulary Size: 24319
Train/Dev split: 9226/1025
Writing to /home/ubuntu/Project/runs/1550599466

2019-02-19T18:04:28.697950: step 1, loss 13.5969, accuracy 0.125, precision [nan, 0.0, 0.0, 0.0, 0.5, 0.5, nan, 0.0, nan], recall [nan, nan, 0.0, nan, 0.5, 0.1111111111111111, nan, 0.0, nan]
2019-02-19T18:05:17.988337: step 278, loss 2.47152, accuracy 0.5625, precision [0.5, 0.0, 0.0, 0.6, 1.0, 0.0, 0.0, 1.0, nan], recall [0.5, 0.0, nan, 0.6, 1.0, nan, 0.0, 0.6666666666666666, nan]
2019-02-19T18:05:18.146273: step 279, loss 6.28385, accuracy 0.3125, precision [0.0, 0.2, 0.0, 0.5, nan, 0.0, 0.0, 1.0, nan], recall [nan, 0.5, 0.0, 0.5, 0.0, 0.0, nan, 0.4, nan]
2019-02-19T18:05:18.298827: step 280, loss 4.44259, accuracy 0.5625, precision [nan, 0.3333333333333333, 0.3333333333333333, 0.8, 1.0, 0.0, 0.0, nan, nan], recall [0.0, 0.3333333333333333, 1.0, 1.0, 0.75, 0.0, nan, 0.0, nan]
2019-02-19T18:05:18.451038: step 281, loss 2.00639, accuracy 0.625, precision [nan, 1.0, 0.75, 0.5, nan, 0.5, 1.0, 0.3333333333333333, nan], recall [nan, 0.5, 1.0, 0.6666666666666666, 0.0, 1.0, 0.6666666666666666, 0.5, 0.0]
2019-02-19T18:05:18.604540: step 282, loss 3.99782, accuracy 0.5, precision [0.0, 1.0, 0.0, 0.6, 0.3333333333333333, 0.0, nan, 1.0, nan], recall [nan, 1.0, 0.0, 0.75, 0.2, 0.0, nan, 0.5, nan]
2019-02-19T18:05:18.760332: step 283, loss 4.01598, accuracy 0.5625, precision [0.0, 1.0, 0.3333333333333333, 0.4, 1.0, 0.5, nan, nan, nan], recall [nan, 0.4, 1.0, 0.5, 0.75, 1.0, nan, 0.0, nan]
2019-02-19T18:05:18.917314: step 284, loss 2.8947, accuracy 0.5625, precision [0.0, 0.3333333333333333, 0.5, 0.8571428571428571, 1.0, nan, nan, 0.0, nan], recall [nan, 0.25, 1.0, 0.8571428571428571, 0.3333333333333333, nan, 0.0, nan, nan]
2019-02-19T18:05:19.066862: step 285, loss 3.335, accuracy 0.4375, precision [0.0, 1.0, nan, 0.3333333333333333, 0.0, nan, nan, 0.3333333333333333, nan], recall [nan, 0.6666666666666666, 0.0, 0.4, nan, nan, 0.0, 0.5, nan]
2019-02-19T18:05:19.222021: step 286, loss 5.56504, accuracy 0.375, precision [1.0, 0.0, 1.0, 0.3333333333333333, 0.5, 1.0, nan, 0.0, 0.0], recall [0.5, 0.0, 0.3333333333333333, 0.2, 1.0, 0.5, nan, nan, nan]
2019-02-19T18:05:19.377991: step 287, loss 5.92172, accuracy 0.4375, precision [0.0, 0.5, nan, 0.5, 1.0, nan, nan, 0.5, nan], recall [nan, 0.16666666666666666, nan, 0.5714285714285714, 1.0, nan, nan, 0.5, nan]
2019-02-19T18:05:19.527051: step 288, loss 4.43133, accuracy 0.375, precision [0.3333333333333333, 0.5, 0.0, 0.5, 0.5, 0.0, nan, nan, nan], recall [1.0, 0.25, 0.0, 0.5, 0.3333333333333333, 0.0, nan, nan, nan]
2019-02-19T18:05:19.679054: step 289, loss 5.80173, accuracy 0.4375, precision [nan, 0.5, 0.0, 0.4, 1.0, nan, 0.0, 0.6666666666666666, 0.0], recall [nan, 0.2, 0.0, 0.6666666666666666, 1.0, 0.0, 0.0, 0.6666666666666666, nan]
2019-02-19T18:05:19.831214: step 290, loss 3.14074, accuracy 0.5, precision [0.0, 0.5, 0.6666666666666666, 0.5, 0.75, 0.0, 0.0, nan, nan], recall [0.0, 1.0, 0.5, 0.6666666666666666, 0.75, 0.0, nan, 0.0, nan]
2019-02-19T18:05:19.984004: step 291, loss 5.58475, accuracy 0.1875, precision [0.0, 0.5, 0.6666666666666666, 0.0, 0.0, 0.0, nan, nan, nan], recall [0.0, 1.0, 0.3333333333333333, 0.0, 0.0, nan, 0.0, 0.0, nan]
2019-02-19T18:05:20.137068: step 292, loss 5.04942, accuracy 0.25, precision [nan, 0.0, nan, 0.42857142857142855, 0.0, 0.3333333333333333, nan, nan, 0.0], recall [0.0, 0.0, 0.0, 0.375, nan, 1.0, 0.0, 0.0, nan]
2019-02-19T18:05:20.289880: step 293, loss 6.25727, accuracy 0.1875, precision [nan, 0.3333333333333333, nan, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, nan], recall [0.0, 1.0, 0.0, 0.0, 0.5, nan, nan, 0.0, 0.0]
2019-02-19T18:05:20.446499: step 294, loss 4.92167, accuracy 0.4375, precision [1.0, 0.0, 1.0, 0.5, 0.5, 0.0, 0.0, 1.0, nan], recall [1.0, nan, 0.25, 0.6, 1.0, 0.0, 0.0, 0.3333333333333333, nan]
2019-02-19T18:05:20.601934: step 295, loss 5.17834, accuracy 0.5, precision [1.0, 0.2, 1.0, 0.75, nan, nan, nan, 0.0, nan], recall [0.6666666666666666, 1.0, 0.6666666666666666, 0.5, nan, nan, 0.0, 0.0, 0.0]
2019-02-19T18:05:20.751276: step 296, loss 6.15272, accuracy 0.375, precision [nan, 0.0, 1.0, 0.5, 0.75, nan, 0.0, 0.0, nan], recall [0.0, nan, 1.0, 0.4, 0.75, 0.0, 0.0, 0.0, nan]
2019-02-19T18:05:20.906115: step 297, loss 2.72441, accuracy 0.3125, precision [0.5, 0.0, nan, 0.3333333333333333, 0.6666666666666666, nan, 0.0, 0.0, nan], recall [0.25, 0.0, nan, 0.4, 1.0, 0.0, nan, 0.0, nan]
2019-02-19T18:05:21.062372: step 298, loss 4.38792, accuracy 0.4375, precision [nan, 0.25, 0.5, 0.6, 1.0, 0.0, nan, 1.0, 0.0], recall [nan, 1.0, 1.0, 0.375, 1.0, 0.0, nan, 0.3333333333333333, nan]
2019-02-19T18:05:21.216098: step 299, loss 6.0004, accuracy 0.25, precision [nan, 0.5, 0.0, 0.5, 0.5, nan, nan, 0.0, nan], recall [0.0, 0.25, nan, 0.2, 0.6666666666666666, 0.0, 0.0, nan, nan]
2019-02-19T18:05:21.376301: step 300, loss 4.01895, accuracy 0.375, precision [0.0, 0.0, nan, 0.6666666666666666, 0.0, nan, 0.0, 0.0, nan], recall [0.0, nan, nan, 0.6, 0.0, nan, nan, nan, 0.0]
2019-02-19T18:05:21.531563: step 301, loss 5.03796, accuracy 0.3125, precision [0.0, 0.0, 0.5, 0.3333333333333333, 0.6666666666666666, nan, nan, 0.0, nan], recall [nan, 0.0, 1.0, 0.2857142857142857, 1.0, 0.0, nan, 0.0, nan]
2019-02-19T18:05:21.687909: step 302, loss 4.18823, accuracy 0.3125, precision [nan, 0.0, 0.0, 0.625, 0.0, 0.0, nan, 0.0, 0.0], recall [nan, 0.0, 0.0, 0.625, nan, 0.0, nan, 0.0, 0.0]
2019-02-19T18:05:21.842186: step 303, loss 5.11033, accuracy 0.375, precision [nan, 1.0, nan, 0.2857142857142857, 0.4, 1.0, 0.0, nan, 0.0], recall [0.0, 0.2, nan, 0.6666666666666666, 1.0, 0.5, 0.0, 0.0, nan]
2019-02-19T18:05:21.999091: step 304, loss 4.93633, accuracy 0.375, precision [0.0, 0.6666666666666666, 0.0, 0.2, 1.0, 1.0, 0.0, 0.0, nan], recall [nan, 0.4, nan, 0.2, 1.0, 1.0, nan, 0.0, 0.0]
2019-02-19T18:05:22.153010: step 305, loss 2.06272, accuracy 0.5625, precision [0.5, 1.0, 0.0, 1.0, 0.6666666666666666, nan, 0.0, 0.0, 0.0], recall [1.0, 0.5, nan, 0.3333333333333333, 0.8, nan, nan, nan, nan]
2019-02-19T18:05:22.306861: step 306, loss 3.96004, accuracy 0.5, precision [1.0, 1.0, 0.0, 0.6666666666666666, 1.0, nan, nan, 0.25, nan], recall [1.0, 0.3333333333333333, nan, 0.6666666666666666, 1.0, 0.0, nan, 0.3333333333333333, 0.0]
2019-02-19T18:05:22.456594: step 307, loss 6.59784, accuracy 0.4375, precision [nan, 0.6, 0.0, 0.5, nan, nan, 0.5, nan, 0.0], recall [0.0, 0.6, nan, 0.5, nan, 0.0, 1.0, 0.0, nan]
2019-02-19T18:05:22.610328: step 308, loss 5.21598, accuracy 0.4375, precision [0.5, 0.5, 0.0, 0.5, 1.0, 0.0, nan, 0.0, nan], recall [1.0, 0.3333333333333333, nan, 0.4, 0.6666666666666666, nan, 0.0, nan, nan]
2019-02-19T18:05:22.761873: step 309, loss 3.67618, accuracy 0.375, precision [nan, 0.5, nan, 0.3333333333333333, 0.6666666666666666, 0.0, 0.5, 0.0, nan], recall [nan, 0.5, 0.0, 0.2857142857142857, 0.6666666666666666, nan, 0.5, 0.0, nan]
2019-02-19T18:05:22.916347: step 310, loss 4.77057, accuracy 0.25, precision [nan, 0.0, 0.5, 0.2857142857142857, nan, 0.0, nan, 0.3333333333333333, 0.0], recall [0.0, 0.0, 0.3333333333333333, 1.0, 0.0, nan, nan, 0.25, 0.0]
2019-02-19T18:05:23.067810: step 311, loss 5.36374, accuracy 0.375, precision [0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5, nan], recall [nan, 1.0, 0.0, 0.0, 1.0, nan, 0.0, 0.25, nan]
2019-02-19T18:05:23.221513: step 312, loss 7.06452, accuracy 0.4375, precision [0.5, 0.0, nan, 0.8, 0.3333333333333333, 0.0, 0.0, nan, nan], recall [1.0, nan, 0.0, 0.6666666666666666, 0.25, 0.0, nan, 0.0, nan]
2019-02-19T18:05:23.374417: step 313, loss 5.80989, accuracy 0.375, precision [0.3333333333333333, 0.6666666666666666, nan, 0.25, 0.6666666666666666, nan, nan, 0.0, 0.0], recall [1.0, 0.4, nan, 0.25, 0.6666666666666666, 0.0, 0.0, nan, nan]
2019-02-19T18:05:23.530677: step 314, loss 3.81962, accuracy 0.6875, precision [0.0, 0.0, 1.0, 0.6666666666666666, 0.8571428571428571, 0.0, nan, 1.0, nan], recall [nan, nan, 0.6666666666666666, 0.5, 1.0, nan, 0.0, 0.5, nan]
2019-02-19T18:05:23.688741: step 315, loss 1.76338, accuracy 0.5625, precision [nan, 1.0, 0.5, 0.6666666666666666, 0.25, 0.0, 1.0, nan, nan], recall [0.0, 1.0, 0.3333333333333333, 0.8, 0.5, nan, 1.0, 0.0, nan]
2019-02-19T18:05:23.839787: step 316, loss 2.51184, accuracy 0.3125, precision [0.0, 0.0, 0.3333333333333333, 0.5, 0.5, 0.0, nan, 1.0, 0.0], recall [0.0, 0.0, 1.0, 0.25, 0.5, nan, nan, 0.4, nan]
2019-02-19T18:05:23.993083: step 317, loss 3.28934, accuracy 0.4375, precision [0.0, 0.0, 1.0, 1.0, 0.5, 0.0, nan, 1.0, nan], recall [0.0, 0.0, 0.6666666666666666, 0.42857142857142855, 1.0, 0.0, nan, 1.0, 0.0]
2019-02-19T18:05:24.143864: step 318, loss 6.06279, accuracy 0.5, precision [0.3333333333333333, 0.0, nan, 0.6, 1.0, nan, 0.5, 0.0, nan], recall [0.3333333333333333, 0.0, nan, 0.6, 1.0, 0.0, 0.5, nan, 0.0]
2019-02-19T18:05:24.292001: step 319, loss 3.39343, accuracy 0.375, precision [0.0, 0.6666666666666666, 1.0, 0.0, 1.0, nan, nan, 0.3333333333333333, 0.0], recall [0.0, 0.6666666666666666, 0.5, 0.0, 0.3333333333333333, nan, nan, 0.5, nan]
2019-02-19T18:05:24.444971: step 320, loss 2.46027, accuracy 0.5625, precision [nan, 0.3333333333333333, 0.6666666666666666, 0.6, 1.0, nan, nan, 0.0, nan], recall [0.0, 1.0, 0.6666666666666666, 0.6, 1.0, 0.0, nan, 0.0, nan]
2019-02-19T18:05:24.595957: step 321, loss 4.70342, accuracy 0.5, precision [0.6666666666666666, 0.0, nan, 0.25, 0.8, 1.0, nan, 0.0, 0.0], recall [0.6666666666666666, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, nan]
2019-02-19T18:05:24.748811: step 322, loss 6.02997, accuracy 0.375, precision [0.0, 0.3333333333333333, 0.0, 0.5, 0.6666666666666666, nan, 0.0, 0.5, 0.0], recall [0.0, 0.5, nan, 0.4, 0.5, 0.0, nan, 1.0, 0.0]
2019-02-19T18:05:24.900626: step 323, loss 5.37598, accuracy 0.375, precision [nan, 0.5, 0.0, 0.6, 1.0, nan, 0.0, 0.0, nan], recall [0.0, 0.6666666666666666, 0.0, 0.6, 0.5, nan, nan, 0.0, nan]
2019-02-19T18:05:25.054977: step 324, loss 4.29056, accuracy 0.5625, precision [0.0, 0.4, 0.6666666666666666, 1.0, 1.0, nan, 0.0, 1.0, nan], recall [0.0, 1.0, 1.0, 0.3333333333333333, 0.2, nan, nan, 1.0, nan]
2019-02-19T18:05:25.208751: step 325, loss 2.57708, accuracy 0.375, precision [1.0, 0.3333333333333333, nan, 0.16666666666666666, 0.75, nan, 0.0, 0.0, nan], recall [1.0, 0.5, 0.0, 0.25, 0.75, 0.0, 0.0, 0.0, nan]
2019-02-19T18:05:25.360125: step 326, loss 4.23799, accuracy 0.3125, precision [1.0, 0.0, 0.0, 0.0, 0.6666666666666666, nan, 0.0, 0.5, nan], recall [1.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.5, 0.0]
2019-02-19T18:05:25.511191: step 327, loss 2.14406, accuracy 0.5625, precision [nan, 0.5, 0.5, 0.6, 0.75, 0.0, 0.0, 1.0, nan], recall [0.0, 0.5, 0.5, 0.75, 1.0, nan, 0.0, 1.0, nan]
2019-02-19T18:05:25.662524: step 328, loss 3.39699, accuracy 0.5625, precision [1.0, 1.0, 0.5, 0.6, 0.5, nan, 0.0, 0.0, nan], recall [0.6666666666666666, 0.5, 1.0, 0.75, 0.3333333333333333, 0.0, nan, nan, nan]
2019-02-19T18:05:25.814020: step 329, loss 5.5839, accuracy 0.1875, precision [nan, 0.0, 0.3333333333333333, 0.2, 0.25, nan, 0.0, 0.0, nan], recall [0.0, 0.0, 0.5, 0.3333333333333333, 0.5, nan, nan, 0.0, 0.0]
2019-02-19T18:05:25.967233: step 330, loss 4.6301, accuracy 0.4375, precision [1.0, 0.5, 0.0, 0.2, 0.6, nan, nan, 0.5, nan], recall [0.3333333333333333, 0.5, 0.0, 0.25, 1.0, nan, nan, 1.0, nan]
2019-02-19T18:05:26.117163: step 331, loss 3.98532, accuracy 0.5, precision [0.6, 0.0, 0.5, 0.3333333333333333, 0.6666666666666666, nan, nan, 0.5, nan], recall [0.75, 0.0, 0.5, 0.3333333333333333, 1.0, nan, 0.0, 0.5, nan]
2019-02-19T18:05:26.272108: step 332, loss 6.33559, accuracy 0.25, precision [0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, nan, 0.0, 0.0, nan], recall [0.3333333333333333, 0.25, nan, 0.14285714285714285, 0.5, nan, nan, nan, nan]
2019-02-19T18:05:26.429484: step 333, loss 3.17233, accuracy 0.25, precision [0.0, nan, 0.0, 0.8, 0.0, nan, nan, 0.0, nan], recall [nan, 0.0, 0.0, 0.5, 0.0, nan, 0.0, 0.0, nan]
2019-02-19T18:05:26.586380: step 334, loss 3.98851, accuracy 0.625, precision [nan, 1.0, 0.6666666666666666, 0.5714285714285714, 1.0, 0.0, nan, 0.0, nan], recall [0.0, 0.6, 0.6666666666666666, 1.0, 1.0, nan, 0.0, 0.0, nan]
2019-02-19T18:05:26.742116: step 335, loss 2.41837, accuracy 0.625, precision [0.5, 0.3333333333333333, nan, 0.75, 1.0, 0.0, 1.0, nan, nan], recall [0.5, 0.2, 0.0, 1.0, 1.0, nan, 1.0, nan, nan]
2019-02-19T18:05:26.894310: step 336, loss 5.69876, accuracy 0.4375, precision [nan, 1.0, 0.0, 0.5, 0.4, 0.0, nan, nan, nan], recall [nan, 0.75, 0.0, 1.0, 0.6666666666666666, 0.0, 0.0, nan, nan]
2019-02-19T18:05:27.049817: step 337, loss 1.5995, accuracy 0.5625, precision [1.0, nan, 0.0, 0.4, 0.8333333333333334, nan, nan, 0.3333333333333333, nan], recall [1.0, 0.0, 0.0, 0.5, 1.0, nan, 0.0, 1.0, nan]
2019-02-19T18:05:27.204739: step 338, loss 5.21023, accuracy 0.5, precision [nan, 0.5, 0.0, 1.0, 0.0, nan, nan, 0.5, nan], recall [0.0, 1.0, nan, 0.5, nan, nan, nan, 1.0, 0.0]
2019-02-19T18:05:27.358134: step 339, loss 4.10624, accuracy 0.375, precision [0.0, 0.5, 0.0, 0.6666666666666666, 0.4, nan, nan, 0.5, nan], recall [nan, 0.5, 0.0, 0.25, 0.6666666666666666, 0.0, nan, 1.0, nan]
2019-02-19T18:05:27.507217: step 340, loss 5.20383, accuracy 0.3125, precision [0.25, 0.0, 0.0, 0.5714285714285714, nan, 0.0, 0.0, nan, nan], recall [0.3333333333333333, 0.0, 0.0, 0.5, 0.0, nan, nan, 0.0, nan]
2019-02-19T18:05:27.665188: step 341, loss 6.66129, accuracy 0.3125, precision [nan, 0.0, 0.0, 0.5, 1.0, nan, nan, 0.25, nan], recall [0.0, nan, 0.0, 0.42857142857142855, 0.5, nan, 0.0, 0.3333333333333333, nan]
2019-02-19T18:05:27.822837: step 342, loss 6.84562, accuracy 0.25, precision [0.0, nan, 0.0, 0.5, 0.3333333333333333, 0.0, nan, 0.6666666666666666, 0.0], recall [0.0, 0.0, 0.0, 0.3333333333333333, 0.5, nan, nan, 0.3333333333333333, nan]
2019-02-19T18:05:27.978701: step 343, loss 3.55375, accuracy 0.4375, precision [nan, 0.0, 0.5, 0.6666666666666666, 0.0, 0.0, 0.5, 0.5, nan], recall [nan, 0.0, 0.3333333333333333, 0.5714285714285714, 0.0, nan, 0.5, 0.5, nan]
2019-02-19T18:05:28.134539: step 344, loss 7.68183, accuracy 0.375, precision [nan, 0.0, 0.5, 0.6666666666666666, 0.3333333333333333, nan, 0.0, nan, 0.0], recall [0.0, 0.0, 0.5, 0.6666666666666666, 1.0, nan, 0.0, 0.0, nan]
2019-02-19T18:05:28.290860: step 345, loss 3.11214, accuracy 0.625, precision [0.3333333333333333, nan, 0.0, 1.0, 0.8333333333333334, nan, nan, 0.5, nan], recall [1.0, nan, 0.0, 0.5, 0.8333333333333334, nan, 0.0, 0.6666666666666666, nan]
2019-02-19T18:05:28.443447: step 346, loss 3.90667, accuracy 0.3125, precision [0.5, nan, 0.0, 0.5, nan, 0.0, 0.0, nan, 0.0], recall [0.6666666666666666, 0.0, 0.0, 0.6, 0.0, nan, nan, 0.0, nan]
2019-02-19T18:05:28.604583: step 347, loss 5.09977, accuracy 0.4375, precision [0.0, 0.4, 1.0, 0.2, 1.0, nan, 1.0, 0.0, nan], recall [0.0, 0.6666666666666666, 1.0, 0.25, 0.6666666666666666, 0.0, 1.0, 0.0, nan]
2019-02-19T18:05:28.755367: step 348, loss 4.76326, accuracy 0.5, precision [nan, 0.0, 0.5, 0.8333333333333334, 1.0, 0.0, 0.0, 0.0, nan], recall [nan, nan, 1.0, 0.7142857142857143, 0.5, 0.0, nan, 0.0, 0.0]
2019-02-19T18:05:28.916041: step 349, loss 3.39137, accuracy 0.375, precision [0.0, 0.5, 0.3333333333333333, 0.3333333333333333, 1.0, 0.0, 0.0, 0.5, nan], recall [nan, 0.5, 1.0, 0.2, 0.4, nan, nan, 0.3333333333333333, nan]
2019-02-19T18:05:29.076031: step 350, loss 3.93507, accuracy 0.375, precision [0.0, nan, nan, 0.0, 0.75, 0.0, 0.5, 0.5, nan], recall [nan, 0.0, 0.0, 0.0, 0.75, 0.0, 1.0, 0.5, nan]
2019-02-19T18:05:29.228642: step 351, loss 4.32775, accuracy 0.4375, precision [0.3333333333333333, 1.0, 1.0, 0.0, 0.75, nan, nan, nan, 0.0], recall [0.5, 1.0, 0.25, nan, 0.6, 0.0, nan, 0.0, nan]
2019-02-19T18:05:29.381607: step 352, loss 4.75876, accuracy 0.3125, precision [0.0, 0.3333333333333333, 0.5, 0.16666666666666666, 0.6666666666666666, nan, nan, 0.0, nan], recall [0.0, 1.0, 1.0, 0.25, 0.2857142857142857, 0.0, nan, nan, nan]
2019-02-19T18:05:29.538062: step 353, loss 4.12703, accuracy 0.4375, precision [0.3333333333333333, 0.0, 0.5, 0.4, 1.0, nan, nan, nan, 0.0], recall [1.0, nan, 0.5, 0.4, 0.5, 0.0, 0.0, nan, nan]
2019-02-19T18:05:29.692160: step 354, loss 3.99398, accuracy 0.3125, precision [0.0, 0.75, 0.0, 0.0, 0.6666666666666666, 0.0, nan, 0.0, nan], recall [0.0, 0.75, 0.0, 0.0, 0.5, nan, 0.0, 0.0, nan]
2019-02-19T18:05:29.848917: step 355, loss 4.12903, accuracy 0.5, precision [1.0, 0.5, 0.5, 0.3333333333333333, 0.3333333333333333, nan, 0.0, 0.6666666666666666, 1.0], recall [0.5, 0.5, 0.5, 0.25, 0.3333333333333333, nan, nan, 1.0, 1.0]
2019-02-19T18:05:30.012102: step 356, loss 4.58869, accuracy 0.25, precision [0.0, 0.0, 1.0, 0.3333333333333333, 0.5, nan, nan, 0.0, nan], recall [0.0, 0.0, 1.0, 0.3333333333333333, 0.6666666666666666, nan, 0.0, 0.0, nan]
2019-02-19T18:05:30.166280: step 357, loss 6.02177, accuracy 0.3125, precision [nan, 0.0, 0.5, 0.4, 1.0, 0.0, nan, 0.3333333333333333, 0.0], recall [0.0, nan, 0.5, 1.0, 0.5, 0.0, nan, 0.25, 0.0]
2019-02-19T18:05:30.319153: step 358, loss 4.52775, accuracy 0.4375, precision [0.5, 1.0, 0.0, 0.2857142857142857, 1.0, 0.0, nan, nan, nan], recall [0.3333333333333333, 0.5, 0.0, 0.3333333333333333, 1.0, nan, nan, nan, nan]
2019-02-19T18:05:30.469640: step 359, loss 3.13648, accuracy 0.625, precision [0.6666666666666666, 1.0, 0.5, 1.0, 0.6666666666666666, 0.0, nan, 0.5, nan], recall [1.0, 0.3333333333333333, 1.0, 0.6, 0.6666666666666666, nan, nan, 1.0, 0.0]
2019-02-19T18:05:30.619503: step 360, loss 5.19056, accuracy 0.4375, precision [0.0, 0.0, nan, 0.75, 1.0, 0.0, nan, 0.6666666666666666, 0.0], recall [nan, 0.0, nan, 0.42857142857142855, 0.6666666666666666, 0.0, nan, 0.6666666666666666, nan]
2019-02-19T18:05:30.775872: step 361, loss 3.61726, accuracy 0.4375, precision [0.0, 0.3333333333333333, nan, 0.42857142857142855, 1.0, nan, 0.5, 0.5, nan], recall [0.0, 0.5, 0.0, 0.42857142857142855, 1.0, nan, 1.0, 1.0, nan]
2019-02-19T18:05:30.928193: step 362, loss 4.21863, accuracy 0.4375, precision [1.0, nan, 0.5, 0.3333333333333333, 0.5, nan, 0.0, 0.5, nan], recall [1.0, 0.0, 1.0, 0.6666666666666666, 0.5, 0.0, nan, 0.5, nan]
2019-02-19T18:05:31.085053: step 363, loss 7.59896, accuracy 0.25, precision [0.0, 0.25, nan, 0.4, 0.0, 0.5, 0.0, nan, 0.0], recall [0.0, 0.2, nan, 0.6666666666666666, 0.0, 0.5, nan, 0.0, nan]
2019-02-19T18:05:31.236457: step 364, loss 3.96069, accuracy 0.375, precision [0.0, 0.3333333333333333, 0.5, 0.6666666666666666, 0.5, nan, nan, 0.25, 0.0], recall [0.0, 0.3333333333333333, 1.0, 0.4, 1.0, 0.0, 0.0, 1.0, nan]
2019-02-19T18:05:31.395451: step 365, loss 2.21009, accuracy 0.75, precision [nan, 0.6666666666666666, 0.0, 1.0, 1.0, 0.0, nan, 1.0, nan], recall [nan, 1.0, nan, 0.7, 1.0, nan, nan, 1.0, 0.0]
2019-02-19T18:05:31.551815: step 366, loss 4.87725, accuracy 0.3125, precision [0.0, nan, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, nan], recall [0.0, 0.0, 1.0, 0.5, 0.5, 0.0, nan, 0.0, nan]
2019-02-19T18:05:31.704610: step 367, loss 4.93933, accuracy 0.375, precision [0.0, 0.5, 1.0, 0.16666666666666666, 0.5, 0.0, nan, 1.0, nan], recall [nan, 1.0, 1.0, 0.25, 0.5, nan, 0.0, 0.3333333333333333, 0.0]
2019-02-19T18:05:31.861086: step 368, loss 4.41035, accuracy 0.25, precision [1.0, 0.0, nan, 0.125, 0.0, 0.0, nan, 1.0, 0.0], recall [0.5, nan, nan, 0.3333333333333333, 0.0, 0.0, 0.0, 0.5, 0.0]
2019-02-19T18:05:32.010886: step 369, loss 2.71961, accuracy 0.375, precision [0.0, 0.6666666666666666, 0.0, 0.5, 0.0, 0.0, nan, 0.0, nan], recall [nan, 0.6666666666666666, 0.0, 0.5714285714285714, 0.0, 0.0, nan, 0.0, nan]
2019-02-19T18:05:32.160573: step 370, loss 5.34765, accuracy 0.4375, precision [1.0, 0.6666666666666666, 0.0, 1.0, 0.5, nan, 0.0, 0.2, nan], recall [1.0, 1.0, nan, 0.14285714285714285, 0.6666666666666666, 0.0, 0.0, 1.0, nan]
2019-02-19T18:05:32.307915: step 371, loss 2.27236, accuracy 0.5625, precision [0.0, 0.5, nan, 1.0, 0.5, nan, nan, 0.3333333333333333, nan], recall [0.0, 0.5, nan, 0.5714285714285714, 1.0, nan, nan, 1.0, 0.0]
2019-02-19T18:05:32.463051: step 372, loss 2.03852, accuracy 0.4375, precision [0.5, 0.25, 1.0, 0.16666666666666666, 1.0, nan, nan, 1.0, nan], recall [0.5, 0.5, 0.6666666666666666, 0.3333333333333333, 0.5, 0.0, nan, 0.5, nan]
2019-02-19T18:05:32.617165: step 373, loss 5.13934, accuracy 0.3125, precision [0.0, 0.5, 0.0, 0.3333333333333333, 0.5, 0.0, nan, nan, nan], recall [0.0, 1.0, nan, 0.2, 1.0, 0.0, 0.0, 0.0, nan]
2019-02-19T18:05:32.773753: step 374, loss 5.68423, accuracy 0.3125, precision [nan, 0.25, 0.0, 0.6666666666666666, 0.0, 0.0, nan, 0.0, nan], recall [0.0, 0.25, 0.0, 0.5714285714285714, nan, nan, nan, 0.0, nan]
2019-02-19T18:05:32.926784: step 375, loss 9.76081, accuracy 0.125, precision [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, nan, 0.0], recall [0.0, 0.0, 0.0, 0.0, 0.6666666666666666, nan, 0.0, 0.0, nan]
2019-02-19T18:05:33.080748: step 376, loss 3.47756, accuracy 0.5, precision [nan, 0.0, 0.5, 1.0, 1.0, 0.5, nan, 0.6666666666666666, nan], recall [0.0, 0.0, 1.0, 0.3333333333333333, 1.0, 1.0, nan, 0.6666666666666666, 0.0]
2019-02-19T18:05:33.232359: step 377, loss 2.88083, accuracy 0.4375, precision [0.0, 0.6666666666666666, 0.5, 0.3333333333333333, 0.6666666666666666, nan, nan, nan, 0.0], recall [0.0, 0.4, 1.0, 0.4, 0.6666666666666666, nan, nan, 0.0, nan]
2019-02-19T18:05:33.387731: step 378, loss 4.22692, accuracy 0.125, precision [0.0, 0.3333333333333333, 0.0, 0.16666666666666666, nan, 0.0, 0.0, 0.0, nan], recall [nan, 0.5, 0.0, 0.14285714285714285, 0.0, 0.0, nan, nan, nan]
2019-02-19T18:05:33.543183: step 379, loss 6.56592, accuracy 0.4375, precision [0.3333333333333333, 0.5, 0.5, 0.3333333333333333, 1.0, nan, nan, 0.3333333333333333, nan], recall [1.0, 0.3333333333333333, 1.0, 0.2, 0.5, nan, nan, 1.0, nan]
