Loading data...
{'sympathy_and_emotional_support': 0, 'not_related_or_irrelevant': 1, 'infrastructure_and_utilities_damage': 2, 'other_useful_information': 3, 'injured_or_dead_people': 4, 'caution_and_advice': 5, 'displaced_people_and_evacuations': 6, 'donation_needs_or_offers_or_volunteering_services': 7, 'missing_trapped_or_found_people': 8}
Max Document length: 2407
Vocabulary Size: 1
Train/Dev split: 9226/1025
Writing to /home/ubuntu/Project/runs/1550605378

2019-02-19T19:43:00.992332: step 1, loss 11.988, accuracy 0.0625, precision [0.0, 0.25, nan, 0.0, 0.0, nan, 0.0, 0.0, nan], recall [0.0, 0.125, nan, 0.0, 0.0, nan, 0.0, nan, nan]
2019-02-19T19:43:56.122138: step 325, loss 2.18224, accuracy 0.1875, precision [0.0, 0.0, nan, 0.75, 0.0, 0.0, nan, 0.0, 0.0], recall [0.0, 0.0, nan, 0.21428571428571427, nan, nan, nan, nan, nan]
2019-02-19T19:43:56.271939: step 326, loss 2.24489, accuracy 0.125, precision [0.0, 0.0, 0.0, 1.0, nan, 0.0, 0.0, 0.0, 0.0], recall [nan, nan, 0.0, 0.13333333333333333, nan, nan, nan, nan, nan]
2019-02-19T19:43:56.428600: step 327, loss 2.12641, accuracy 0.4375, precision [0.0, 0.0, 0.0, 1.0, 0.3333333333333333, nan, 0.0, nan, nan], recall [nan, 0.0, 0.0, 0.5454545454545454, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:43:56.575123: step 328, loss 1.87534, accuracy 0.1875, precision [nan, 0.0, 0.0, 0.42857142857142855, 0.0, 0.0, 0.0, 0.0, nan], recall [0.0, nan, 0.0, 0.3, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:43:56.726065: step 329, loss 1.93617, accuracy 0.375, precision [0.0, 0.2, 0.0, 1.0, 0.0, nan, nan, 0.0, nan], recall [nan, 0.5, nan, 0.35714285714285715, nan, nan, nan, nan, nan]
2019-02-19T19:43:56.875060: step 330, loss 1.95746, accuracy 0.3125, precision [nan, 0.25, 0.0, 0.75, 0.3333333333333333, 0.0, nan, 0.0, nan], recall [nan, 1.0, 0.0, 0.25, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:43:57.028901: step 331, loss 1.91198, accuracy 0.5, precision [nan, 0.0, 0.0, 0.8333333333333334, 0.6, nan, 0.0, 0.0, nan], recall [nan, nan, nan, 0.45454545454545453, 0.75, nan, nan, 0.0, nan]
2019-02-19T19:43:57.173709: step 332, loss 1.79327, accuracy 0.4375, precision [0.0, 0.5, 0.0, 0.5555555555555556, 1.0, nan, nan, 0.0, nan], recall [nan, 0.5, nan, 0.5, 0.5, nan, 0.0, nan, 0.0]
2019-02-19T19:43:57.329140: step 333, loss 1.77136, accuracy 0.375, precision [0.0, nan, nan, 0.5, 0.6, 0.0, nan, 0.0, 0.0], recall [0.0, 0.0, 0.0, 0.75, 0.6, nan, 0.0, 0.0, nan]
2019-02-19T19:43:57.478392: step 334, loss 2.02914, accuracy 0.3125, precision [0.0, 0.5, 0.0, 0.42857142857142855, 1.0, nan, 0.0, 0.0, 0.0], recall [0.0, 0.5, 0.0, 0.5, 0.2, nan, nan, nan, nan]
2019-02-19T19:43:57.628175: step 335, loss 1.84359, accuracy 0.25, precision [nan, 0.2, 0.0, 0.75, 0.0, nan, 0.0, 0.0, nan], recall [nan, 0.3333333333333333, nan, 0.23076923076923078, nan, nan, nan, nan, nan]
2019-02-19T19:43:57.778886: step 336, loss 1.84769, accuracy 0.4375, precision [nan, 0.0, nan, 0.8571428571428571, 0.5, 0.0, nan, nan, nan], recall [nan, 0.0, 0.0, 0.46153846153846156, 1.0, nan, nan, nan, nan]
2019-02-19T19:43:57.930804: step 337, loss 2.14633, accuracy 0.5, precision [0.0, 0.0, 0.5, 1.0, 1.0, 0.0, 0.0, 0.5, nan], recall [nan, nan, 1.0, 0.3333333333333333, 0.6, nan, nan, 1.0, nan]
2019-02-19T19:43:58.082354: step 338, loss 2.00834, accuracy 0.375, precision [0.0, 1.0, 0.0, 1.0, 0.3333333333333333, nan, nan, 0.0, 0.0], recall [nan, 1.0, nan, 0.2857142857142857, 1.0, nan, nan, nan, nan]
2019-02-19T19:43:58.235479: step 339, loss 2.40416, accuracy 0.25, precision [0.0, nan, 0.0, 0.8, nan, 0.0, 0.0, 0.0, 0.0], recall [0.0, nan, nan, 0.3333333333333333, 0.0, nan, nan, nan, nan]
2019-02-19T19:43:58.381607: step 340, loss 1.19897, accuracy 0.6875, precision [0.0, 0.75, nan, 1.0, 1.0, 0.0, nan, 1.0, nan], recall [nan, 0.75, nan, 0.5555555555555556, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:43:58.530702: step 341, loss 2.08762, accuracy 0.25, precision [0.0, 0.0, 0.0, 0.8, 0.0, 0.0, nan, 0.0, nan], recall [nan, 0.0, nan, 0.3333333333333333, 0.0, nan, nan, nan, nan]
2019-02-19T19:43:58.679175: step 342, loss 1.90445, accuracy 0.375, precision [nan, 0.25, 0.0, 0.8, 0.3333333333333333, 0.0, nan, 0.0, nan], recall [nan, 0.3333333333333333, nan, 0.36363636363636365, 0.5, nan, nan, nan, nan]
2019-02-19T19:43:58.833648: step 343, loss 2.11082, accuracy 0.5625, precision [0.0, 1.0, nan, 0.875, 0.0, 0.0, nan, 1.0, 0.0], recall [nan, 0.3333333333333333, nan, 0.7, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:43:58.982477: step 344, loss 1.45029, accuracy 0.5625, precision [1.0, 0.75, nan, 0.75, 0.25, 0.0, 0.0, 1.0, nan], recall [1.0, 0.75, nan, 0.375, 1.0, nan, nan, 0.5, nan]
2019-02-19T19:43:59.132857: step 345, loss 1.64596, accuracy 0.4375, precision [0.5, 0.6666666666666666, 0.0, 0.5, 0.5, 0.0, nan, 0.0, nan], recall [1.0, 1.0, nan, 0.375, 0.2, nan, nan, nan, nan]
2019-02-19T19:43:59.291038: step 346, loss 1.92502, accuracy 0.25, precision [0.0, 0.5, 0.0, 0.6666666666666666, 0.2, 0.0, 0.0, 0.0, nan], recall [0.0, 0.25, nan, 0.2, 1.0, nan, nan, nan, nan]
2019-02-19T19:43:59.445589: step 347, loss 1.6616, accuracy 0.5625, precision [0.0, 0.5, 0.0, 1.0, 1.0, 0.0, nan, 0.0, nan], recall [nan, 0.5, nan, 0.5833333333333334, 0.5, nan, nan, nan, nan]
2019-02-19T19:43:59.591061: step 348, loss 1.77514, accuracy 0.4375, precision [0.0, 0.0, 0.0, 1.0, 0.3333333333333333, 0.0, nan, 0.5, nan], recall [0.0, 0.0, nan, 0.4166666666666667, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:43:59.741730: step 349, loss 1.8507, accuracy 0.3125, precision [0.3333333333333333, 0.25, 0.0, 1.0, 1.0, nan, 0.0, 0.0, nan], recall [1.0, 0.5, nan, 0.2, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:43:59.894558: step 350, loss 1.91392, accuracy 0.5, precision [1.0, 0.3333333333333333, nan, 1.0, 0.0, 0.0, 0.0, nan, nan], recall [1.0, 0.5, nan, 0.46153846153846156, nan, nan, nan, nan, nan]
2019-02-19T19:44:00.048844: step 351, loss 2.32257, accuracy 0.25, precision [0.0, 0.0, 0.0, 0.75, 0.3333333333333333, 0.0, nan, 0.0, nan], recall [0.0, 0.0, nan, 0.2727272727272727, 1.0, nan, nan, nan, nan]
2019-02-19T19:44:00.200668: step 352, loss 2.12815, accuracy 0.1875, precision [0.0, 0.0, 0.0, 1.0, 0.25, 0.0, nan, 0.0, 0.0], recall [nan, 0.0, nan, 0.15384615384615385, 1.0, nan, nan, nan, nan]
2019-02-19T19:44:00.350645: step 353, loss 1.46747, accuracy 0.5625, precision [nan, 0.6666666666666666, 0.0, 0.7, 0.0, 0.0, nan, nan, nan], recall [0.0, 0.6666666666666666, nan, 0.7, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:44:00.500408: step 354, loss 1.839, accuracy 0.4375, precision [0.0, 0.5, 0.0, 1.0, 0.0, nan, 0.0, 0.5, nan], recall [nan, 1.0, nan, 0.4166666666666667, 0.0, nan, nan, 0.5, nan]
2019-02-19T19:44:00.650766: step 355, loss 1.9471, accuracy 0.4375, precision [0.0, 0.0, 0.0, 1.0, 0.6666666666666666, 0.0, 0.0, nan, 0.0], recall [nan, nan, nan, 0.45454545454545453, 0.6666666666666666, nan, nan, 0.0, nan]
2019-02-19T19:44:00.798783: step 356, loss 1.90626, accuracy 0.5, precision [nan, 0.5, 0.0, 1.0, 0.5, nan, nan, 0.3333333333333333, 0.0], recall [0.0, 1.0, nan, 0.4444444444444444, 0.3333333333333333, nan, nan, 1.0, nan]
2019-02-19T19:44:00.948397: step 357, loss 1.64744, accuracy 0.4375, precision [0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.8, 0.0, nan, 0.0, nan], recall [1.0, 0.5, nan, 0.0, 0.5714285714285714, 0.0, nan, 0.0, nan]
2019-02-19T19:44:01.102484: step 358, loss 1.9315, accuracy 0.3125, precision [0.0, 0.25, 0.0, 1.0, 0.6666666666666666, nan, 0.0, 0.5, nan], recall [nan, 0.3333333333333333, nan, 0.14285714285714285, 0.5, nan, nan, 0.5, nan]
2019-02-19T19:44:01.252360: step 359, loss 1.67272, accuracy 0.5, precision [1.0, 1.0, 0.25, 0.6, nan, 0.0, 0.0, 1.0, 0.0], recall [1.0, 0.5, 1.0, 0.42857142857142855, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:44:01.404036: step 360, loss 1.93619, accuracy 0.375, precision [0.0, 0.6, 0.0, 0.75, 0.0, nan, 0.0, 0.0, nan], recall [0.0, 0.6, nan, 0.375, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:44:01.552584: step 361, loss 1.96437, accuracy 0.4375, precision [0.5, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5, nan], recall [0.3333333333333333, 0.6666666666666666, nan, 0.3333333333333333, 0.3333333333333333, nan, nan, 1.0, nan]
2019-02-19T19:44:01.701609: step 362, loss 1.77808, accuracy 0.3125, precision [0.0, 1.0, 0.0, 0.5, 0.4, nan, nan, 0.0, 0.0], recall [0.0, 0.25, 0.0, 0.4, 0.5, nan, nan, nan, nan]
2019-02-19T19:44:01.851249: step 363, loss 2.13309, accuracy 0.25, precision [0.0, 0.6666666666666666, 0.0, 0.0, 1.0, 0.0, nan, 0.3333333333333333, 0.0], recall [nan, 0.5, 0.0, 0.0, 0.2, 0.0, 0.0, 1.0, nan]
2019-02-19T19:44:02.001301: step 364, loss 1.68375, accuracy 0.375, precision [nan, 1.0, 0.0, 0.5555555555555556, 0.0, nan, nan, 0.0, nan], recall [nan, 0.5, 0.0, 0.5, 0.0, nan, nan, nan, nan]
2019-02-19T19:44:02.151719: step 365, loss 2.05249, accuracy 0.375, precision [0.0, 0.5, 0.0, 0.7142857142857143, 0.0, nan, 0.0, 0.0, nan], recall [nan, 0.25, nan, 0.5555555555555556, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:44:02.296372: step 366, loss 1.66827, accuracy 0.375, precision [0.0, 1.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.3333333333333333, nan], recall [nan, 0.3333333333333333, 0.5, 0.0, 1.0, nan, 0.0, 1.0, nan]
2019-02-19T19:44:02.444542: step 367, loss 1.7513, accuracy 0.5625, precision [0.3333333333333333, 1.0, 0.0, 0.8571428571428571, 0.0, nan, nan, 0.0, 0.0], recall [1.0, 0.5, nan, 0.6, 0.0, nan, nan, nan, nan]
2019-02-19T19:44:02.597730: step 368, loss 2.06148, accuracy 0.375, precision [0.0, 0.0, 0.0, 0.8333333333333334, 0.25, 0.0, 0.0, nan, nan], recall [0.0, 0.0, nan, 0.5, 1.0, nan, nan, nan, nan]
2019-02-19T19:44:02.751438: step 369, loss 2.06112, accuracy 0.3125, precision [0.0, 0.0, nan, 0.5555555555555556, 0.0, 0.0, nan, nan, 0.0], recall [0.0, 0.0, 0.0, 0.45454545454545453, 0.0, nan, nan, nan, nan]
2019-02-19T19:44:02.900641: step 370, loss 1.48805, accuracy 0.625, precision [1.0, 0.6, 0.0, 1.0, 0.5, nan, nan, 0.0, nan], recall [0.5, 1.0, nan, 0.625, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:44:03.049031: step 371, loss 1.85896, accuracy 0.375, precision [0.3333333333333333, 0.6666666666666666, 0.0, 1.0, 0.2, nan, 0.0, nan, nan], recall [0.5, 1.0, nan, 0.18181818181818182, 1.0, nan, nan, nan, nan]
2019-02-19T19:44:03.200681: step 372, loss 1.48485, accuracy 0.5625, precision [nan, 0.75, 0.0, 1.0, 0.0, nan, 0.0, 0.0, nan], recall [nan, 1.0, nan, 0.5, 0.0, nan, nan, nan, nan]
2019-02-19T19:44:03.349632: step 373, loss 1.78523, accuracy 0.4375, precision [nan, 1.0, 0.0, 1.0, 0.2, 0.0, 0.0, 0.0, nan], recall [nan, 0.6666666666666666, nan, 0.3333333333333333, 1.0, nan, nan, nan, nan]
2019-02-19T19:44:03.502300: step 374, loss 1.51317, accuracy 0.4375, precision [nan, 0.0, 0.3333333333333333, 0.7142857142857143, 0.5, 0.0, 0.0, nan, nan], recall [0.0, nan, 1.0, 0.4166666666666667, 1.0, nan, nan, nan, nan]
2019-02-19T19:44:03.651046: step 375, loss 1.51454, accuracy 0.5625, precision [0.3333333333333333, nan, 0.0, 0.8, 0.75, nan, 0.0, 1.0, nan], recall [1.0, 0.0, nan, 0.4444444444444444, 0.75, nan, nan, 1.0, nan]
2019-02-19T19:44:03.800270: step 376, loss 1.64725, accuracy 0.3125, precision [nan, 0.3333333333333333, 0.0, 0.5, 0.0, nan, nan, 1.0, nan], recall [0.0, 0.5, nan, 0.18181818181818182, nan, nan, nan, 1.0, nan]
2019-02-19T19:44:03.948284: step 377, loss 1.73806, accuracy 0.4375, precision [nan, 0.2, 0.0, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [nan, 1.0, nan, 0.42857142857142855, 0.0, nan, nan, nan, nan]
2019-02-19T19:44:04.096250: step 378, loss 2.52607, accuracy 0.1875, precision [0.0, 1.0, 0.0, 0.6666666666666666, 0.0, nan, 0.0, 0.0, 0.0], recall [nan, 0.5, 0.0, 0.16666666666666666, nan, nan, nan, 0.0, nan]
2019-02-19T19:44:04.247767: step 379, loss 1.98605, accuracy 0.375, precision [0.4, 0.0, nan, 1.0, 0.25, 0.0, nan, 0.0, nan], recall [1.0, 0.0, 0.0, 0.2727272727272727, 1.0, nan, nan, nan, nan]
2019-02-19T19:44:04.401646: step 380, loss 2.04592, accuracy 0.3125, precision [0.0, 0.5, nan, 0.5, 0.5, 0.0, 0.0, 1.0, nan], recall [nan, 0.6666666666666666, nan, 0.14285714285714285, 0.2, nan, nan, 1.0, nan]
2019-02-19T19:44:04.552270: step 381, loss 1.57298, accuracy 0.5, precision [0.6666666666666666, nan, 0.0, 0.8571428571428571, 0.0, 0.0, nan, 0.0, nan], recall [1.0, 0.0, nan, 0.5, nan, nan, nan, 0.0, nan]
2019-02-19T19:44:04.701938: step 382, loss 1.44112, accuracy 0.375, precision [0.0, 0.5, 0.0, 0.5714285714285714, 0.3333333333333333, nan, nan, nan, nan], recall [nan, 0.3333333333333333, nan, 0.5, 0.25, nan, nan, 0.0, nan]
2019-02-19T19:44:04.849717: step 383, loss 1.75839, accuracy 0.375, precision [nan, 0.0, 0.0, 0.625, 0.25, 0.0, nan, 0.0, nan], recall [0.0, 0.0, nan, 0.5555555555555556, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:44:05.000869: step 384, loss 1.67597, accuracy 0.5, precision [0.5, 0.6666666666666666, nan, 0.8333333333333334, 0.0, nan, 0.0, 0.0, nan], recall [0.5, 0.6666666666666666, nan, 0.45454545454545453, nan, nan, nan, nan, nan]
2019-02-19T19:44:05.149273: step 385, loss 2.10211, accuracy 0.3125, precision [0.0, 0.3333333333333333, 0.0, 0.5, 0.6666666666666666, 0.0, nan, 0.0, 0.0], recall [nan, 0.3333333333333333, nan, 0.2, 0.6666666666666666, nan, nan, nan, nan]
2019-02-19T19:44:05.299844: step 386, loss 2.03151, accuracy 0.375, precision [0.0, 0.25, 1.0, 0.75, 0.0, 0.0, nan, 0.5, 0.0], recall [0.0, 0.3333333333333333, 1.0, 0.5, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:44:05.452397: step 387, loss 1.76926, accuracy 0.4375, precision [nan, 0.5, nan, 0.75, 0.3333333333333333, 0.0, 0.0, 0.0, nan], recall [nan, 0.6, nan, 0.42857142857142855, 0.25, nan, nan, nan, nan]
2019-02-19T19:44:05.606788: step 388, loss 2.23168, accuracy 0.3125, precision [nan, 0.5, 0.0, 0.5, 1.0, 0.0, 0.0, 1.0, nan], recall [0.0, 0.3333333333333333, nan, 0.1111111111111111, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:44:05.753894: step 389, loss 1.73414, accuracy 0.4375, precision [0.3333333333333333, 0.5, 0.0, 0.8, 0.25, nan, nan, 0.0, nan], recall [0.5, 0.3333333333333333, nan, 0.5, 0.3333333333333333, nan, nan, nan, nan]
2019-02-19T19:44:05.901825: step 390, loss 2.06909, accuracy 0.1875, precision [0.25, nan, 0.0, 0.6666666666666666, 0.0, 0.0, nan, 0.0, nan], recall [1.0, 0.0, nan, 0.2, 0.0, nan, nan, nan, nan]
2019-02-19T19:44:06.055308: step 391, loss 1.62956, accuracy 0.4375, precision [1.0, nan, 1.0, 0.5714285714285714, 0.0, nan, 0.0, 0.0, 0.0], recall [0.6666666666666666, 0.0, 1.0, 0.5, 0.0, nan, nan, nan, nan]
2019-02-19T19:44:06.206365: step 392, loss 2.11584, accuracy 0.3125, precision [0.3333333333333333, 0.0, 0.0, 0.8, 0.0, 0.0, nan, 0.0, 0.0], recall [0.5, 0.0, nan, 0.4444444444444444, 0.0, nan, nan, nan, nan]
2019-02-19T19:44:06.356961: step 393, loss 2.12225, accuracy 0.3125, precision [nan, 0.5, nan, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0], recall [0.0, 1.0, 0.0, 0.4, 0.16666666666666666, 0.0, nan, nan, nan]
2019-02-19T19:44:06.506545: step 394, loss 1.89337, accuracy 0.125, precision [0.0, nan, 0.0, 0.0, 0.3333333333333333, nan, 0.0, 0.0, 0.0], recall [0.0, nan, 0.0, 0.0, 0.4, 0.0, nan, 0.0, nan]
2019-02-19T19:44:06.656381: step 395, loss 1.76002, accuracy 0.5, precision [0.6, nan, 0.0, 0.8, 1.0, nan, 0.0, 0.0, nan], recall [1.0, nan, nan, 0.6666666666666666, 0.25, nan, nan, 0.0, 0.0]
2019-02-19T19:44:06.809430: step 396, loss 1.68081, accuracy 0.375, precision [0.0, 0.2, nan, 0.7142857142857143, 0.0, nan, 0.0, nan, nan], recall [0.0, 0.5, 0.0, 0.625, 0.0, nan, nan, nan, nan]
2019-02-19T19:44:06.956696: step 397, loss 1.6468, accuracy 0.5, precision [0.0, 0.0, 0.0, 0.7777777777777778, nan, nan, 0.0, 1.0, nan], recall [0.0, nan, nan, 0.5833333333333334, 0.0, nan, nan, 1.0, 0.0]
2019-02-19T19:44:07.109398: step 398, loss 1.478, accuracy 0.5, precision [nan, nan, 0.0, 0.75, 0.3333333333333333, nan, nan, 1.0, 0.0], recall [0.0, nan, nan, 0.6, 0.5, nan, nan, 0.5, 0.0]
2019-02-19T19:44:07.257581: step 399, loss 1.74684, accuracy 0.3125, precision [0.5, 0.0, 0.0, 0.6666666666666666, 0.5, nan, nan, 0.0, nan], recall [0.5, nan, nan, 0.18181818181818182, 1.0, nan, nan, nan, nan]
2019-02-19T19:44:07.404442: step 400, loss 1.41618, accuracy 0.5625, precision [1.0, 0.6666666666666666, 0.0, 0.8, 0.5, nan, nan, 0.0, nan], recall [0.5, 1.0, nan, 0.4444444444444444, 0.6666666666666666, nan, nan, nan, nan]
2019-02-19T19:44:07.556492: step 401, loss 1.61407, accuracy 0.5, precision [0.5, 0.0, nan, 1.0, 0.3333333333333333, 0.0, nan, 0.0, nan], recall [0.5, nan, nan, 0.46153846153846156, 1.0, nan, nan, nan, nan]
2019-02-19T19:44:07.706756: step 402, loss 2.11087, accuracy 0.0625, precision [0.0, 0.0, 0.0, 0.3333333333333333, 0.0, nan, 0.0, nan, nan], recall [0.0, nan, nan, 0.1, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:44:07.860430: step 403, loss 1.8027, accuracy 0.3125, precision [0.3333333333333333, 0.0, 0.0, 1.0, 0.3333333333333333, 0.0, nan, 0.0, nan], recall [0.5, 0.0, nan, 0.25, 1.0, nan, nan, nan, nan]
2019-02-19T19:44:08.007007: step 404, loss 1.78759, accuracy 0.4375, precision [0.0, 0.3333333333333333, 0.0, 1.0, 1.0, 0.0, 0.0, 0.5, nan], recall [0.0, 1.0, nan, 0.4444444444444444, 0.5, nan, nan, 0.5, nan]
2019-02-19T19:44:08.155183: step 405, loss 2.2657, accuracy 0.25, precision [0.0, 0.0, 0.0, 1.0, 0.3333333333333333, 0.0, nan, 0.0, nan], recall [0.0, nan, nan, 0.2727272727272727, 0.3333333333333333, nan, nan, nan, nan]
2019-02-19T19:44:08.309839: step 406, loss 1.53019, accuracy 0.6875, precision [1.0, 1.0, 0.0, 1.0, 1.0, 0.0, nan, 0.5, 0.0], recall [1.0, 1.0, nan, 0.6363636363636364, 0.5, nan, nan, 1.0, nan]
2019-02-19T19:44:08.456388: step 407, loss 1.43902, accuracy 0.5, precision [1.0, 0.0, 0.0, 0.7777777777777778, nan, 0.0, 0.0, 0.0, nan], recall [1.0, 0.0, 0.0, 0.6363636363636364, 0.0, nan, nan, nan, nan]
2019-02-19T19:44:08.607539: step 408, loss 1.60676, accuracy 0.5625, precision [nan, 0.5, 0.0, 1.0, 0.3333333333333333, nan, 0.0, 0.0, nan], recall [nan, 1.0, nan, 0.5, 1.0, nan, nan, nan, nan]
2019-02-19T19:44:08.758905: step 409, loss 1.76504, accuracy 0.3125, precision [0.0, 0.0, 0.0, 0.75, 0.3333333333333333, nan, nan, 0.3333333333333333, nan], recall [0.0, 0.0, nan, 0.3333333333333333, 0.5, nan, nan, 0.5, nan]
2019-02-19T19:44:08.907392: step 410, loss 2.69024, accuracy 0.25, precision [0.0, 0.3333333333333333, 0.0, 0.6, nan, 0.0, nan, 0.0, nan], recall [0.0, 0.2, nan, 0.42857142857142855, 0.0, nan, nan, nan, nan]
2019-02-19T19:44:09.054570: step 411, loss 2.39626, accuracy 0.375, precision [0.75, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, nan, 0.0, 0.0], recall [0.5, 0.0, 1.0, 0.25, nan, nan, nan, nan, nan]
2019-02-19T19:44:09.210325: step 412, loss 1.34, accuracy 0.625, precision [nan, 0.3333333333333333, 0.0, 0.875, 0.5, nan, nan, 1.0, nan], recall [nan, 1.0, nan, 0.5833333333333334, 1.0, nan, nan, 0.5, nan]
2019-02-19T19:44:09.358064: step 413, loss 2.11113, accuracy 0.125, precision [1.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, nan], recall [0.5, 0.0, nan, 0.16666666666666666, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:44:09.511380: step 414, loss 1.25707, accuracy 0.5625, precision [0.0, 0.5, nan, 0.5, 0.5, nan, nan, 1.0, nan], recall [0.0, 0.6666666666666666, nan, 1.0, 0.5, nan, nan, 0.6, nan]
2019-02-19T19:44:09.659606: step 415, loss 1.52372, accuracy 0.5625, precision [nan, 0.0, 1.0, 0.6666666666666666, 0.8, 0.0, nan, 0.0, nan], recall [0.0, nan, 1.0, 0.5, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:44:09.805278: step 416, loss 1.66311, accuracy 0.4375, precision [0.0, 0.0, nan, 0.8, 0.0, nan, nan, 0.6, nan], recall [0.0, 0.0, nan, 0.5, nan, nan, nan, 0.6, nan]
2019-02-19T19:44:09.952027: step 417, loss 1.85424, accuracy 0.3125, precision [0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, nan, 0.0, 0.5, nan], recall [nan, 0.5, 0.0, 0.16666666666666666, 0.5, nan, nan, 0.3333333333333333, nan]
2019-02-19T19:44:10.097759: step 418, loss 1.83151, accuracy 0.375, precision [0.0, 0.0, 0.0, 0.75, 0.6666666666666666, 0.0, 0.0, 1.0, nan], recall [nan, 0.0, nan, 0.3, 1.0, nan, 0.0, 1.0, nan]
2019-02-19T19:44:10.246601: step 419, loss 2.32686, accuracy 0.3125, precision [0.3333333333333333, 1.0, 0.0, 0.5, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0], recall [1.0, 0.4, nan, 0.14285714285714285, 0.5, nan, nan, 0.0, nan]
2019-02-19T19:44:10.394769: step 420, loss 1.56564, accuracy 0.5625, precision [0.0, 0.3333333333333333, nan, 0.8333333333333334, 0.3333333333333333, nan, nan, 1.0, nan], recall [nan, 0.3333333333333333, nan, 0.5555555555555556, 1.0, nan, nan, 0.6666666666666666, nan]
2019-02-19T19:44:10.541636: step 421, loss 2.06166, accuracy 0.375, precision [0.0, 0.0, 0.0, 1.0, 0.5, nan, nan, 0.0, nan], recall [0.0, nan, nan, 0.3333333333333333, 0.6666666666666666, nan, nan, nan, nan]
2019-02-19T19:44:10.692394: step 422, loss 1.86585, accuracy 0.4375, precision [0.25, 0.3333333333333333, nan, 0.6, 1.0, nan, nan, nan, 0.0], recall [1.0, 0.25, nan, 0.42857142857142855, 0.6666666666666666, nan, nan, 0.0, nan]
2019-02-19T19:44:10.847201: step 423, loss 2.25321, accuracy 0.3125, precision [0.0, 0.0, 0.0, 0.6, 0.5, 0.0, nan, 0.5, 0.0], recall [0.0, 0.0, nan, 0.42857142857142855, 0.25, nan, nan, 1.0, nan]
2019-02-19T19:44:11.003764: step 424, loss 1.54339, accuracy 0.5, precision [0.5, 0.5, 0.0, 0.7142857142857143, 0.0, nan, nan, 1.0, nan], recall [1.0, 0.3333333333333333, nan, 0.5555555555555556, nan, 0.0, nan, 0.5, nan]
2019-02-19T19:44:11.158072: step 425, loss 1.38173, accuracy 0.5, precision [0.0, 1.0, nan, 0.5714285714285714, 0.3333333333333333, nan, nan, 1.0, nan], recall [nan, 0.5, nan, 0.5, 0.3333333333333333, nan, nan, 0.6666666666666666, nan]
2019-02-19T19:44:11.304466: step 426, loss 2.2562, accuracy 0.3125, precision [nan, 0.5, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0], recall [0.0, 0.5, nan, 0.36363636363636365, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:44:11.451314: step 427, loss 1.98759, accuracy 0.375, precision [0.5, 0.5, 0.0, 0.75, 0.25, nan, nan, 0.0, 0.0], recall [1.0, 1.0, nan, 0.2727272727272727, 0.3333333333333333, nan, nan, nan, nan]
2019-02-19T19:44:11.605415: step 428, loss 2.15024, accuracy 0.25, precision [0.0, nan, 0.0, 0.5, 0.0, nan, 0.0, 0.0, nan], recall [nan, 0.0, nan, 0.5, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:44:11.754875: step 429, loss 1.91873, accuracy 0.5, precision [0.0, 0.6666666666666666, 0.0, 1.0, 0.6666666666666666, 0.0, nan, nan, nan], recall [nan, 1.0, nan, 0.36363636363636365, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:44:11.907452: step 430, loss 1.49523, accuracy 0.5625, precision [1.0, 0.3333333333333333, nan, 1.0, 0.0, 0.0, nan, 0.5, nan], recall [0.6666666666666666, 0.5, nan, 0.4444444444444444, nan, nan, nan, 1.0, nan]
