Loading data...
{'sympathy_and_emotional_support': 0, 'not_related_or_irrelevant': 1, 'infrastructure_and_utilities_damage': 2, 'other_useful_information': 3, 'injured_or_dead_people': 4, 'caution_and_advice': 5, 'displaced_people_and_evacuations': 6, 'donation_needs_or_offers_or_volunteering_services': 7, 'missing_trapped_or_found_people': 8}
Max Document length: 2407
Vocabulary Size: 24319
Train/Dev split: 9226/1025
Writing to /home/ubuntu/Project/runs/1550599006

2019-02-19T17:57:31.160829: step 1, loss 9.50099, accuracy 0.1875, precision [1.0, 0.0, 1.0, 0.0, 1.0, 0.0, nan, 0.0, 0.0], recall [0.25, 0.0, 0.2, 0.0, 0.5, nan, nan, nan, nan]
2019-02-19T17:58:35.850370: step 379, loss 2.17088, accuracy 0.5, precision [nan, 0.6666666666666666, 0.0, 0.5, 0.6666666666666666, nan, nan, nan, 0.0], recall [0.0, 1.0, 0.0, 1.0, 0.6666666666666666, 0.0, 0.0, 0.0, nan]
2019-02-19T17:58:36.001300: step 380, loss 2.18586, accuracy 0.5, precision [0.5, 0.0, nan, 0.75, 0.6666666666666666, 0.0, 1.0, 0.3333333333333333, nan], recall [0.3333333333333333, nan, 0.0, 0.6, 1.0, 0.0, 1.0, 0.5, nan]
2019-02-19T17:58:36.158394: step 381, loss 1.9992, accuracy 0.4375, precision [0.0, 0.0, 0.0, 0.6, 1.0, nan, nan, 1.0, nan], recall [nan, 0.0, 0.0, 0.5, 1.0, 0.0, 0.0, 0.3333333333333333, nan]
2019-02-19T17:58:36.316259: step 382, loss 2.00117, accuracy 0.4375, precision [0.5, 0.0, nan, 0.3333333333333333, 0.6666666666666666, 0.0, nan, 1.0, nan], recall [0.6666666666666666, nan, nan, 0.3333333333333333, 1.0, 0.0, nan, 0.4, 0.0]
2019-02-19T17:58:36.474162: step 383, loss 2.57172, accuracy 0.5, precision [0.6666666666666666, 0.0, 0.5, 0.5, 1.0, 0.0, nan, 0.5, nan], recall [0.4, nan, 1.0, 0.4, 0.6666666666666666, nan, nan, 0.5, nan]
2019-02-19T17:58:36.630534: step 384, loss 1.43303, accuracy 0.5625, precision [1.0, 1.0, 0.0, 0.5, 0.5, 0.0, nan, 0.0, nan], recall [1.0, 0.5714285714285714, nan, 0.6, 1.0, nan, 0.0, nan, nan]
2019-02-19T17:58:36.781004: step 385, loss 1.63922, accuracy 0.5, precision [1.0, 1.0, nan, 0.5714285714285714, 0.25, 0.0, nan, 0.0, nan], recall [1.0, 0.3333333333333333, nan, 0.6666666666666666, 0.5, nan, 0.0, 0.0, nan]
2019-02-19T17:58:36.934441: step 386, loss 1.89822, accuracy 0.4375, precision [nan, 0.8, nan, 0.4, 0.5, 0.0, 0.0, 0.0, nan], recall [nan, 1.0, 0.0, 0.3333333333333333, 1.0, 0.0, nan, 0.0, nan]
2019-02-19T17:58:37.088153: step 387, loss 1.30087, accuracy 0.625, precision [0.25, 0.5, 1.0, 1.0, 0.8, nan, 1.0, nan, nan], recall [0.5, 0.5, 1.0, 0.25, 1.0, nan, 1.0, nan, nan]
2019-02-19T17:58:37.242351: step 388, loss 1.562, accuracy 0.625, precision [0.5, 0.5, 1.0, 0.8, 1.0, nan, 0.0, 0.0, nan], recall [0.5, 0.5, 1.0, 0.6666666666666666, 1.0, 0.0, nan, 0.0, nan]
2019-02-19T17:58:37.396723: step 389, loss 2.64264, accuracy 0.1875, precision [0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.5, 0.0], recall [0.0, 0.5, 0.0, 0.25, nan, nan, nan, 0.3333333333333333, 0.0]
2019-02-19T17:58:37.549751: step 390, loss 1.88402, accuracy 0.375, precision [1.0, 0.0, 0.0, 0.5714285714285714, 0.5, 0.0, 0.0, nan, 0.0], recall [0.5, 0.0, 0.0, 0.6666666666666666, 0.5, 0.0, nan, 0.0, nan]
2019-02-19T17:58:37.700855: step 391, loss 2.34568, accuracy 0.375, precision [0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5, 0.5, nan], recall [0.3333333333333333, 0.0, nan, 0.42857142857142855, nan, nan, 1.0, 0.3333333333333333, nan]
2019-02-19T17:58:37.854828: step 392, loss 2.42742, accuracy 0.375, precision [0.0, 0.5, 0.6666666666666666, 0.6, 0.0, nan, 0.0, 0.0, nan], recall [nan, 0.25, 0.6666666666666666, 0.6, 0.0, 0.0, nan, nan, 0.0]
2019-02-19T17:58:38.008040: step 393, loss 1.62848, accuracy 0.5, precision [0.5, 1.0, 1.0, 0.0, 0.5, 0.0, nan, 1.0, nan], recall [0.3333333333333333, 0.5714285714285714, 0.5, nan, 1.0, nan, nan, 0.5, 0.0]
2019-02-19T17:58:38.165912: step 394, loss 2.35954, accuracy 0.3125, precision [0.0, nan, 1.0, 0.5, 0.25, 0.0, 0.0, 0.0, nan], recall [0.0, 0.0, 1.0, 0.3333333333333333, 0.25, nan, nan, 0.0, nan]
2019-02-19T17:58:38.323658: step 395, loss 1.59564, accuracy 0.625, precision [0.75, 0.6666666666666666, 0.5, 0.75, 1.0, 0.0, nan, nan, nan], recall [1.0, 0.5, 1.0, 0.5, 1.0, nan, nan, 0.0, nan]
2019-02-19T17:58:38.477004: step 396, loss 2.37306, accuracy 0.4375, precision [0.0, 0.6666666666666666, 0.0, 0.4, 1.0, nan, nan, 0.5, nan], recall [nan, 0.5, nan, 0.4, 0.5, 0.0, 0.0, 1.0, nan]
2019-02-19T17:58:38.628585: step 397, loss 1.44487, accuracy 0.5625, precision [1.0, 0.0, 1.0, 0.2, 1.0, nan, 1.0, 0.0, nan], recall [1.0, 0.0, 1.0, 0.3333333333333333, 1.0, 0.0, 1.0, 0.0, nan]
2019-02-19T17:58:38.782130: step 398, loss 2.30495, accuracy 0.375, precision [nan, 0.0, 0.0, 0.0, 0.8571428571428571, nan, nan, 0.0, nan], recall [0.0, nan, nan, 0.0, 0.8571428571428571, nan, 0.0, nan, nan]
2019-02-19T17:58:38.934381: step 399, loss 2.40054, accuracy 0.5625, precision [1.0, 0.5, 0.5, 1.0, 1.0, nan, nan, 0.0, 0.0], recall [0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 0.2857142857142857, nan, nan, nan, nan]
2019-02-19T17:58:39.086848: step 400, loss 1.67607, accuracy 0.5625, precision [0.0, 0.5, 0.0, 0.7142857142857143, 1.0, nan, nan, nan, nan], recall [0.0, 1.0, 0.0, 0.8333333333333334, 0.5, 0.0, nan, nan, nan]
2019-02-19T17:58:39.243644: step 401, loss 1.55453, accuracy 0.4375, precision [1.0, nan, 1.0, 0.4, 0.6666666666666666, 0.0, 0.0, 0.0, nan], recall [0.5, nan, 1.0, 0.4, 0.5, 0.0, 0.0, 0.0, nan]
2019-02-19T17:58:39.397809: step 402, loss 3.3243, accuracy 0.3125, precision [0.5, 0.5, 0.5, 0.25, 0.5, 0.0, 0.0, 0.0, nan], recall [0.5, 0.5, 0.3333333333333333, 0.25, 0.3333333333333333, 0.0, nan, 0.0, nan]
2019-02-19T17:58:39.552777: step 403, loss 1.97876, accuracy 0.4375, precision [1.0, 0.0, 0.0, 0.5, 0.6666666666666666, 0.0, nan, 0.6666666666666666, nan], recall [0.25, 0.0, nan, 0.4, 0.6666666666666666, nan, 0.0, 1.0, nan]
2019-02-19T17:58:39.702821: step 404, loss 1.72736, accuracy 0.375, precision [0.5, 0.25, 1.0, 0.25, 1.0, 0.0, nan, 0.0, nan], recall [1.0, 0.5, 0.5, 0.25, 0.6666666666666666, nan, 0.0, 0.0, nan]
2019-02-19T17:58:39.861236: step 405, loss 1.63622, accuracy 0.6875, precision [0.3333333333333333, 0.5, nan, 0.8571428571428571, 1.0, 0.0, nan, 1.0, nan], recall [1.0, 1.0, nan, 0.6666666666666666, 1.0, nan, nan, 0.3333333333333333, nan]
2019-02-19T17:58:40.012788: step 406, loss 2.22609, accuracy 0.4375, precision [0.0, 0.0, nan, 0.8, 0.6666666666666666, nan, 0.0, 1.0, 0.0], recall [0.0, nan, nan, 0.4444444444444444, 0.6666666666666666, 0.0, nan, 0.5, nan]
2019-02-19T17:58:40.168647: step 407, loss 1.66004, accuracy 0.6875, precision [0.0, 1.0, 0.5, 0.625, 1.0, nan, 1.0, 1.0, nan], recall [nan, 1.0, 0.5, 1.0, 0.5, 0.0, 0.5, 0.6666666666666666, nan]
2019-02-19T17:58:40.327350: step 408, loss 2.03913, accuracy 0.375, precision [nan, 0.4, 0.0, 0.3333333333333333, 1.0, 0.0, nan, 0.3333333333333333, nan], recall [0.0, 0.6666666666666666, nan, 0.2, 1.0, 0.0, 0.0, 0.3333333333333333, nan]
2019-02-19T17:58:40.479748: step 409, loss 2.13202, accuracy 0.375, precision [1.0, 0.25, nan, 0.42857142857142855, nan, nan, nan, 0.3333333333333333, 0.0], recall [0.3333333333333333, 0.5, 0.0, 0.42857142857142855, nan, nan, nan, 0.3333333333333333, nan]
2019-02-19T17:58:40.634221: step 410, loss 2.97645, accuracy 0.4375, precision [1.0, 0.0, nan, 0.5, 0.75, 0.0, 0.0, nan, nan], recall [0.25, nan, 0.0, 0.75, 0.6, nan, nan, 0.0, nan]
2019-02-19T17:58:40.791096: step 411, loss 1.4354, accuracy 0.5625, precision [0.0, 1.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, nan, 1.0, 0.0], recall [nan, 0.5, nan, 0.5, 1.0, nan, nan, 0.5, nan]
2019-02-19T17:58:40.947059: step 412, loss 2.09428, accuracy 0.3125, precision [0.0, 0.0, nan, 0.4, 1.0, nan, 1.0, 0.25, nan], recall [0.0, 0.0, nan, 0.4, 0.5, 0.0, 1.0, 0.3333333333333333, nan]
2019-02-19T17:58:41.107689: step 413, loss 2.22228, accuracy 0.5, precision [0.0, 0.5, 1.0, 0.6666666666666666, nan, nan, 0.5, 0.5, nan], recall [nan, 1.0, 0.3333333333333333, 0.4, 0.0, nan, 1.0, 0.5, nan]
2019-02-19T17:58:41.260632: step 414, loss 1.39112, accuracy 0.4375, precision [0.0, 0.5, 1.0, 0.6, 1.0, 0.0, 0.0, nan, nan], recall [0.0, 0.5, 0.3333333333333333, 0.42857142857142855, 1.0, nan, 0.0, nan, nan]
2019-02-19T17:58:41.414752: step 415, loss 1.69017, accuracy 0.5, precision [nan, 0.0, 0.5, 0.75, 0.6666666666666666, 0.0, nan, 0.5, nan], recall [0.0, 0.0, 1.0, 0.6, 0.5, nan, nan, 0.6666666666666666, nan]
2019-02-19T17:58:41.565010: step 416, loss 0.976341, accuracy 0.6875, precision [1.0, 1.0, 1.0, 0.6666666666666666, 1.0, 0.0, nan, 0.0, nan], recall [1.0, 0.5, 1.0, 0.6666666666666666, 1.0, nan, nan, nan, nan]
2019-02-19T17:58:41.713229: step 417, loss 1.61951, accuracy 0.625, precision [0.0, 1.0, nan, 1.0, 0.6666666666666666, 0.0, 0.0, 0.5, nan], recall [0.0, 0.5, 0.0, 0.8333333333333334, 1.0, nan, nan, 0.5, nan]
2019-02-19T17:58:41.862000: step 418, loss 2.23741, accuracy 0.4375, precision [0.0, 0.5, 1.0, 0.6666666666666666, 0.5, 0.0, 0.0, nan, nan], recall [nan, 0.16666666666666666, 1.0, 0.5714285714285714, 1.0, nan, nan, 0.0, nan]
2019-02-19T17:58:42.019757: step 419, loss 1.73001, accuracy 0.625, precision [nan, 0.6666666666666666, 0.5, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0], recall [nan, 0.4, 1.0, 0.6666666666666666, 1.0, nan, 0.0, 0.0, nan]
2019-02-19T17:58:42.171786: step 420, loss 2.57747, accuracy 0.4375, precision [0.0, 1.0, nan, 0.5, 0.6666666666666666, nan, 0.0, 1.0, 0.0], recall [nan, 0.6666666666666666, 0.0, 0.4, 0.6666666666666666, 0.0, nan, 0.5, nan]
2019-02-19T17:58:42.327063: step 421, loss 2.0527, accuracy 0.4375, precision [0.0, 0.3333333333333333, nan, 0.5, 0.6666666666666666, nan, 0.5, nan, nan], recall [0.0, 1.0, nan, 0.6, 1.0, 0.0, 0.5, 0.0, nan]
2019-02-19T17:58:42.480640: step 422, loss 2.05048, accuracy 0.375, precision [nan, 1.0, 0.0, 0.4, 0.5, nan, nan, 0.0, nan], recall [nan, 0.25, nan, 0.4, 1.0, nan, nan, 0.0, nan]
2019-02-19T17:58:42.637351: step 423, loss 2.4538, accuracy 0.4375, precision [0.0, 0.6, nan, 0.4, 0.5, nan, 0.0, 1.0, 0.0], recall [0.0, 0.75, 0.0, 0.5, 1.0, 0.0, 0.0, 0.5, 0.0]
2019-02-19T17:58:42.794090: step 424, loss 1.91211, accuracy 0.5, precision [0.0, 1.0, 0.5, 0.5, 0.5, nan, nan, 0.3333333333333333, nan], recall [0.0, 0.5, 0.5, 0.6666666666666666, 1.0, 0.0, nan, 1.0, nan]
2019-02-19T17:58:42.945510: step 425, loss 0.585513, accuracy 0.8125, precision [0.6666666666666666, 0.0, nan, 1.0, 1.0, nan, nan, 0.6666666666666666, nan], recall [0.6666666666666666, 0.0, nan, 1.0, 1.0, 0.0, nan, 1.0, nan]
2019-02-19T17:58:43.107858: step 426, loss 1.74364, accuracy 0.5, precision [0.0, 0.6666666666666666, 0.0, 0.0, 1.0, nan, 0.5, 0.5, nan], recall [0.0, 0.6666666666666666, nan, 0.0, 0.6, 0.0, 1.0, 1.0, nan]
2019-02-19T17:58:43.265762: step 427, loss 1.23042, accuracy 0.5625, precision [0.0, 1.0, 0.0, 0.5, 1.0, 0.0, nan, 0.5, nan], recall [nan, 0.6666666666666666, nan, 0.3333333333333333, 1.0, nan, nan, 0.3333333333333333, nan]
2019-02-19T17:58:43.419501: step 428, loss 1.82448, accuracy 0.4375, precision [nan, 0.0, 0.0, 0.5, 1.0, 0.0, nan, 0.0, nan], recall [0.0, nan, nan, 0.3333333333333333, 0.8333333333333334, 0.0, 0.0, 0.0, nan]
2019-02-19T17:58:43.573992: step 429, loss 1.70333, accuracy 0.4375, precision [1.0, 0.0, 0.0, 0.5, 0.5, 0.0, 1.0, 1.0, nan], recall [0.6666666666666666, 0.0, 0.0, 0.4, 1.0, 0.0, 0.5, 1.0, nan]
2019-02-19T17:58:43.725538: step 430, loss 0.885375, accuracy 0.625, precision [1.0, 0.5, 1.0, 0.4, 0.75, nan, nan, 0.6666666666666666, nan], recall [0.3333333333333333, 0.5, 1.0, 0.6666666666666666, 1.0, nan, 0.0, 1.0, nan]
2019-02-19T17:58:43.878041: step 431, loss 1.92672, accuracy 0.5625, precision [0.0, 0.6666666666666666, 0.0, 0.8333333333333334, 1.0, nan, nan, 0.0, nan], recall [nan, 0.6666666666666666, nan, 0.5555555555555556, 1.0, nan, nan, 0.0, nan]
2019-02-19T17:58:44.032183: step 432, loss 2.08073, accuracy 0.5, precision [1.0, 0.0, 0.5, 0.5, 0.6666666666666666, 0.0, 0.5, 1.0, nan], recall [1.0, 0.0, 0.5, 0.3333333333333333, 0.6666666666666666, nan, 1.0, 0.5, nan]
2019-02-19T17:58:44.184117: step 433, loss 1.99003, accuracy 0.5625, precision [0.0, 0.5, 1.0, 0.75, 0.0, 0.0, nan, 0.6666666666666666, nan], recall [0.0, 0.3333333333333333, 1.0, 0.6, nan, nan, 0.0, 0.6666666666666666, nan]
2019-02-19T17:58:44.338700: step 434, loss 1.29133, accuracy 0.625, precision [0.5, 0.0, 1.0, 0.8571428571428571, 1.0, nan, nan, nan, nan], recall [0.5, nan, 1.0, 0.6666666666666666, 1.0, nan, 0.0, 0.0, nan]
2019-02-19T17:58:44.498363: step 435, loss 1.58444, accuracy 0.5, precision [0.0, 1.0, 0.3333333333333333, 0.5, 1.0, nan, 0.0, 1.0, nan], recall [nan, 1.0, 0.5, 0.6, 1.0, 0.0, 0.0, 0.5, 0.0]
2019-02-19T17:58:44.647334: step 436, loss 1.80532, accuracy 0.4375, precision [0.0, 0.25, 0.3333333333333333, 1.0, 0.6666666666666666, 0.0, nan, 0.0, nan], recall [nan, 0.5, 0.5, 0.42857142857142855, 0.6666666666666666, nan, 0.0, 0.0, nan]
2019-02-19T17:58:44.799901: step 437, loss 2.53715, accuracy 0.3125, precision [0.0, 0.0, 0.5, 0.4, 1.0, 0.0, nan, 0.5, 0.0], recall [nan, 0.0, 0.5, 0.3333333333333333, 0.5, nan, 0.0, 0.25, nan]
2019-02-19T17:58:44.954677: step 438, loss 1.85808, accuracy 0.5625, precision [1.0, 0.4, 1.0, 0.5, 0.75, nan, nan, 0.5, 0.0], recall [0.5, 0.5, 1.0, 0.5, 0.75, 0.0, 0.0, 1.0, nan]
2019-02-19T17:58:45.111483: step 439, loss 2.1093, accuracy 0.5, precision [nan, 0.5, 0.0, 0.6666666666666666, 0.8, nan, 1.0, 0.0, 0.0], recall [0.0, 0.5, nan, 0.4, 1.0, 0.0, 0.5, 0.0, nan]
2019-02-19T17:58:45.263657: step 440, loss 2.27449, accuracy 0.3125, precision [0.0, 0.25, nan, 0.0, 1.0, 1.0, nan, 0.5, nan], recall [0.0, 0.3333333333333333, 0.0, 0.0, 0.25, 1.0, nan, 1.0, nan]
2019-02-19T17:58:45.420046: step 441, loss 1.63055, accuracy 0.4375, precision [nan, 0.0, 0.25, 0.6666666666666666, 1.0, 0.0, nan, 0.5, 0.0], recall [nan, 0.0, 1.0, 0.5714285714285714, 0.25, 0.0, 0.0, 1.0, nan]
2019-02-19T17:58:45.574956: step 442, loss 1.966, accuracy 0.5625, precision [0.5, 1.0, 0.6666666666666666, 0.5, 0.6, 0.0, nan, 1.0, 0.0], recall [0.3333333333333333, 0.5, 0.5, 0.5, 0.75, nan, nan, 1.0, nan]
2019-02-19T17:58:45.728331: step 443, loss 1.59118, accuracy 0.5625, precision [0.5, 0.0, 0.6666666666666666, 0.0, 1.0, nan, nan, 1.0, 0.0], recall [1.0, 0.0, 0.6666666666666666, nan, 0.6666666666666666, 0.0, 0.0, 1.0, nan]
2019-02-19T17:58:45.881584: step 444, loss 1.44501, accuracy 0.625, precision [1.0, 0.0, 0.6666666666666666, 0.7142857142857143, 0.6666666666666666, 0.0, nan, nan, nan], recall [1.0, 0.0, 0.5, 0.8333333333333334, 1.0, nan, nan, 0.0, nan]
2019-02-19T17:58:46.035106: step 445, loss 1.76067, accuracy 0.25, precision [nan, 0.5, 0.0, 0.0, 0.75, 0.0, nan, 0.0, nan], recall [0.0, 0.2, 0.0, nan, 0.75, nan, nan, 0.0, nan]
2019-02-19T17:58:46.185668: step 446, loss 1.99542, accuracy 0.5625, precision [1.0, 0.6666666666666666, 1.0, 0.5, 0.6666666666666666, 1.0, 0.0, 0.0, 0.0], recall [0.5, 1.0, 0.5, 0.3333333333333333, 0.6666666666666666, 1.0, 0.0, nan, nan]
2019-02-19T17:58:46.343516: step 447, loss 1.51332, accuracy 0.6875, precision [1.0, 0.6666666666666666, nan, 0.625, 1.0, 1.0, 0.0, nan, nan], recall [0.5, 0.6666666666666666, 0.0, 1.0, 1.0, 1.0, nan, 0.0, nan]
2019-02-19T17:58:46.496791: step 448, loss 2.00449, accuracy 0.375, precision [1.0, 0.0, nan, 0.5, 0.6666666666666666, nan, 0.0, 0.0, nan], recall [0.5, 0.0, 0.0, 0.2, 0.8, nan, nan, nan, nan]
2019-02-19T17:58:46.650211: step 449, loss 1.37912, accuracy 0.625, precision [0.6666666666666666, 0.5, 0.0, 1.0, 0.5, 0.0, 1.0, nan, nan], recall [1.0, 0.3333333333333333, nan, 0.6666666666666666, 1.0, nan, 1.0, 0.0, nan]
2019-02-19T17:58:46.802687: step 450, loss 1.8523, accuracy 0.5, precision [0.0, 0.0, 0.3333333333333333, 1.0, 0.6666666666666666, nan, nan, 0.6666666666666666, nan], recall [0.0, 0.0, 1.0, 0.6, 0.6666666666666666, nan, nan, 0.5, nan]
2019-02-19T17:58:46.963058: step 451, loss 1.19048, accuracy 0.5625, precision [0.3333333333333333, 1.0, 0.0, 0.8333333333333334, 0.0, 0.0, nan, 0.5, nan], recall [1.0, 0.5, nan, 0.5555555555555556, nan, 0.0, nan, 1.0, nan]
2019-02-19T17:58:47.115419: step 452, loss 2.15603, accuracy 0.375, precision [0.0, 0.0, 0.5, 0.5, 0.6, 0.0, nan, 0.5, 0.0], recall [nan, nan, 1.0, 0.1111111111111111, 0.6, nan, nan, 1.0, nan]
2019-02-19T17:58:47.270568: step 453, loss 1.00047, accuracy 0.625, precision [0.25, nan, nan, 0.7142857142857143, 1.0, nan, nan, 0.5, nan], recall [1.0, 0.0, 0.0, 0.7142857142857143, 1.0, nan, nan, 0.3333333333333333, nan]
2019-02-19T17:58:47.426807: step 454, loss 2.19418, accuracy 0.375, precision [0.5, 0.0, 0.0, 0.3333333333333333, 0.75, 0.0, nan, nan, nan], recall [0.4, 0.0, nan, 0.25, 1.0, nan, nan, 0.0, 0.0]
2019-02-19T17:58:47.584247: step 455, loss 1.86675, accuracy 0.5, precision [0.5, 0.5, 0.0, 0.6, 0.6666666666666666, 0.0, nan, nan, 1.0], recall [0.5, 0.5, 0.0, 0.375, 1.0, nan, nan, nan, 1.0]
2019-02-19T17:58:47.733838: step 456, loss 2.85736, accuracy 0.25, precision [0.0, nan, nan, 0.3333333333333333, 1.0, 0.0, nan, 0.0, nan], recall [nan, 0.0, nan, 0.5, 0.5, nan, 0.0, 0.0, nan]
2019-02-19T17:58:47.886888: step 457, loss 2.42237, accuracy 0.3125, precision [nan, 0.0, nan, 0.375, 0.6666666666666666, 0.0, nan, nan, 0.0], recall [0.0, 0.0, 0.0, 0.75, 0.5, nan, nan, 0.0, nan]
2019-02-19T17:58:48.034637: step 458, loss 3.20528, accuracy 0.25, precision [1.0, 0.25, 0.0, 0.5, nan, nan, 0.0, 0.0, 0.0], recall [0.25, 0.6666666666666666, nan, 0.2, nan, 0.0, 0.0, 0.0, nan]
2019-02-19T17:58:48.187415: step 459, loss 1.6851, accuracy 0.375, precision [0.0, 0.0, 1.0, 0.25, 0.5, nan, 0.0, 0.5, nan], recall [0.0, 0.0, 1.0, 0.2, 0.6666666666666666, nan, nan, 1.0, 0.0]
2019-02-19T17:58:48.345608: step 460, loss 1.6007, accuracy 0.3125, precision [0.3333333333333333, 0.0, nan, 0.6, 0.2, nan, 0.0, nan, nan], recall [1.0, 0.0, nan, 0.375, 0.5, 0.0, nan, 0.0, nan]
2019-02-19T17:58:48.500678: step 461, loss 2.07603, accuracy 0.5, precision [0.0, 1.0, 1.0, 0.5, 0.0, 0.0, 1.0, 0.0, nan], recall [nan, 0.8, 0.3333333333333333, 0.4, nan, 0.0, 1.0, 0.0, nan]
2019-02-19T17:58:48.653056: step 462, loss 2.95777, accuracy 0.3125, precision [0.0, 0.25, 0.0, 1.0, 0.6666666666666666, 0.0, 0.0, nan, nan], recall [0.0, 1.0, nan, 0.2857142857142857, 0.6666666666666666, 0.0, nan, 0.0, nan]
2019-02-19T17:58:48.811792: step 463, loss 2.24287, accuracy 0.5625, precision [0.0, 0.6666666666666666, 0.3333333333333333, 1.0, 0.6666666666666666, 0.0, 1.0, nan, 0.0], recall [nan, 0.6666666666666666, 1.0, 0.42857142857142855, 1.0, nan, 1.0, nan, 0.0]
2019-02-19T17:58:48.962868: step 464, loss 2.37037, accuracy 0.375, precision [0.0, 0.0, 1.0, 0.5714285714285714, 1.0, 0.0, 0.0, 0.0, nan], recall [nan, 0.0, 0.5, 0.5, 1.0, 0.0, nan, nan, nan]
2019-02-19T17:58:49.117895: step 465, loss 0.986362, accuracy 0.75, precision [nan, 0.8571428571428571, nan, 0.75, 0.6666666666666666, nan, 0.0, 1.0, nan], recall [nan, 0.8571428571428571, nan, 1.0, 0.5, 0.0, nan, 1.0, nan]
2019-02-19T17:58:49.271648: step 466, loss 2.45082, accuracy 0.4375, precision [nan, 0.6666666666666666, 0.5, 0.6666666666666666, 0.0, 0.0, nan, 0.3333333333333333, nan], recall [0.0, 0.5, 1.0, 1.0, 0.0, nan, 0.0, 0.5, 0.0]
2019-02-19T17:58:49.425332: step 467, loss 2.3668, accuracy 0.3125, precision [0.0, nan, 0.5, 0.5, 1.0, nan, nan, 0.0, 0.0], recall [nan, 0.0, 0.25, 1.0, 0.3333333333333333, nan, 0.0, 0.0, 0.0]
2019-02-19T17:58:49.586223: step 468, loss 1.52414, accuracy 0.5, precision [0.5, 1.0, nan, 0.5, 0.5, 0.0, nan, 0.5, nan], recall [0.5, 1.0, 0.0, 0.5, 0.5, nan, nan, 1.0, 0.0]
2019-02-19T17:58:49.744475: step 469, loss 1.67736, accuracy 0.4375, precision [0.0, 0.0, 1.0, 0.6666666666666666, 0.75, 0.0, nan, 0.3333333333333333, nan], recall [0.0, nan, 0.5, 0.4, 0.6, 0.0, nan, 0.5, nan]
2019-02-19T17:58:49.901327: step 470, loss 1.87681, accuracy 0.4375, precision [nan, 0.75, 0.5, 0.25, 0.6666666666666666, nan, 0.0, 0.0, nan], recall [0.0, 0.75, 0.5, 0.5, 1.0, 0.0, nan, 0.0, nan]
2019-02-19T17:58:50.054487: step 471, loss 1.77421, accuracy 0.375, precision [0.5, nan, 0.25, 0.2857142857142857, 1.0, nan, nan, 1.0, 0.0], recall [0.5, nan, 1.0, 0.4, 0.5, 0.0, nan, 0.25, nan]
2019-02-19T17:58:50.208923: step 472, loss 2.52566, accuracy 0.4375, precision [0.3333333333333333, 0.6666666666666666, 0.5, 0.0, 1.0, nan, nan, 0.0, nan], recall [0.3333333333333333, 0.5, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, nan]
2019-02-19T17:58:50.365687: step 473, loss 1.75883, accuracy 0.5, precision [0.5, 0.0, nan, 0.5, 1.0, 1.0, 1.0, 0.0, nan], recall [0.3333333333333333, 0.0, 0.0, 0.6, 0.6666666666666666, 1.0, 1.0, nan, nan]
2019-02-19T17:58:50.514408: step 474, loss 1.50969, accuracy 0.5, precision [0.0, 0.25, nan, 0.8333333333333334, 1.0, 0.0, nan, 0.3333333333333333, nan], recall [0.0, 1.0, nan, 0.625, 0.5, 0.0, 0.0, 1.0, nan]
2019-02-19T17:58:50.667062: step 475, loss 1.84096, accuracy 0.375, precision [0.0, 0.3333333333333333, 0.0, 0.75, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0], recall [0.0, 0.5, nan, 0.6, 0.6666666666666666, nan, nan, 0.0, 0.0]
2019-02-19T17:58:50.825754: step 476, loss 1.6779, accuracy 0.5, precision [nan, 0.5, 0.0, 0.5, 1.0, nan, 0.0, 0.3333333333333333, nan], recall [0.0, 0.6666666666666666, 0.0, 0.5, 0.75, nan, nan, 0.3333333333333333, nan]
2019-02-19T17:58:50.980805: step 477, loss 2.00924, accuracy 0.625, precision [0.0, 1.0, 0.6666666666666666, 0.8, 0.75, 0.0, nan, nan, nan], recall [nan, 0.3333333333333333, 1.0, 0.5714285714285714, 1.0, nan, nan, 0.0, nan]
2019-02-19T17:58:51.134595: step 478, loss 1.70823, accuracy 0.5625, precision [nan, 1.0, 0.6, 0.8, 1.0, 0.0, nan, 0.0, nan], recall [nan, 0.25, 0.75, 0.6666666666666666, 0.5, nan, nan, nan, nan]
2019-02-19T17:58:51.290428: step 479, loss 1.56872, accuracy 0.5625, precision [0.5, 0.5, 1.0, 0.3333333333333333, 0.75, nan, nan, 1.0, nan], recall [0.5, 0.3333333333333333, 0.5, 0.6666666666666666, 1.0, nan, nan, 0.3333333333333333, nan]
2019-02-19T17:58:51.442462: step 480, loss 2.50663, accuracy 0.5, precision [nan, 1.0, 1.0, 0.25, 0.5, nan, 0.0, 0.3333333333333333, 0.5], recall [nan, 0.25, 1.0, 0.2, 0.5, nan, nan, 1.0, 1.0]
